gene	maximum_effective_size	size
S100PBP	4220	42109
FNDC5	2831	10215
HPCA	1412	12448
TMEM54	1030	6845
RP5-1174N9.3	575	26185
RNF19B	2677	28365
RP5-1174N9.2	911	911
RP4-803A2.1	526	526
RP4-803A2.2	863	1282
RP1-117O3.2	1680	45395
AK2	5970	73057
AZIN2	5848	42389
RP11-131M11.2	1360	1360
TRIM62	3817	36661
RP11-131M11.3	3448	3448
RP11-131M11.4	1932	5566
ZNF362	3187	44228
RP11-415J8.7	469	469
A3GALT2	1023	14333
RP11-415J8.3	1432	41898
PHC2	3993	107473
MIR3605	100	100
RN7SKP16	299	299
PHC2-AS1	490	12894
TLR12P	2706	2706
ZSCAN20	9456	28999
RP4-580O19.2	736	736
CSMD2	13655	651845
HSPD1P14	1618	1618
HMGB4	2505	4317
CSMD2-AS1	1367	24774
RNA5SP42	115	115
C1orf94	3050	52249
RP4-657M3.2	434	434
RP4-651I17.1	1426	45576
MIR552	96	96
SMIM12	5694	147019
GJB5	1355	3466
GJB4	1444	2588
RP1-34M23.5	560	26672
GJB3	2192	5156
GJA4	1621	2749
RP5-997D16.2	720	862
DLGAP3	3921	64215
RP11-244H3.5	3163	10958
GPR199P	1887	3008
RP11-244H3.4	3099	50209
TMEM35B	922	3819
ZMYM6	6241	45781
ZMYM1	4608	83688
RPL12P45	478	5804
EFCAB14P1	463	463
RP11-181E22.4	1886	4921
SFPQ	3740	16768
ZMYM4	7366	153350
RN7SL503P	303	303
SNORA62	154	83
RPL5P4	886	886
ZMYM4-AS1	459	7256
KIAA0319L	4777	124459
RP4-728D4.3	1003	1697
NCDN	3698	9802
TFAP2E-AS1	852	7917
TFAP2E	3107	22015
PSMB2	4426	41986
C1orf216	2628	5018
CLSPN	8512	49761
RP11-435D7.3	539	4188
AGO4	7272	49875
AGO1	13712	60725
CFAP97P1	483	483
RP4-789D17.6	1802	1893
RP4-789D17.5	396	396
AGO3	19660	141783
RP4-665N4.8	385	21522
RP4-665N4.4	1674	3961
TEKT2	1738	4182
ADPRS	1651	5041
COL8A2	4669	29984
TRAPPC3	2428	19484
MAP7D1	3456	25271
RN7SL131P	256	256
THRAP3	4405	80926
UBE2V2P4	259	259
SH3D21	5952	22973
EVA1B	1054	2125
RP11-268J15.6	4878	5777
STK40	4837	46301
LSM10	1006	6671
RNU4-27P	139	139
OSCP1	1463	34625
SNORA63C	129	129
MRPS15	2127	8667
CSF3R	6074	17236
FTLP18	523	523
RP11-251B9.1	2694	6630
RP4-614N24.3	1521	1604
RP4-614N24.1	778	5957
GRIK3	9491	238989
RP3-406M12.1	1039	2658
RP5-1180C18.1	2824	170340
MIR4255	72	72
RNU6-636P	107	107
RNA5SP43	110	110
RPS29P6	145	145
LINC01137	1867	123478
ZC3H12A	2721	9798
MIR6732	60	60
MEAF6	4702	24774
MIR5581	60	60
SNIP1	4554	19845
FTH1P1	532	532
RP3-423B22.5	253	253
DNALI1	3539	9939
GNL2	2409	29122
RP11-566C13.2	1326	11211
RSPO1	2879	23543
C1orf109	2696	10680
CDCA8	2371	17239
EPHA10	5477	51254
ACTN4P2	1892	2749
RP11-109P14.2	429	429
MANEAL	2640	7291
RP11-109P14.9	700	1160
YRDC	1848	5264
C1orf122	2229	2476
MTF1	7937	50019
RP11-109P14.8	691	691
RP11-109P14.10	481	884
INPP5B	4694	86361
SNORA63	132	126
RNU6-584P	95	95
SF3A3	2774	33101
RNU6-510P	108	108
FHL3	1656	8837
UTP11	2023	15563
POU3F1	2965	2965
MIR3659HG	593	71712
RP5-884C9.3	340	340
MIR3659	99	99
LINC02786	1562	11130
RP11-214L19.3	1033	13002
RP11-214L19.2	1235	16722
LINC01343	2283	5773
RP11-329N22.2	585	585
RNU6-753P	107	107
LINC01685	1660	41696
HSPA5P1	1960	1960
RP11-334L9.2	890	61764
RRAGC	2681	21575
RP5-864K19.7	2171	35162
RP5-864K19.4	1172	105127
MYCBP	2532	10876
RP5-864K19.6	3231	17117
GJA9	2281	7519
RHBDL2	2129	56024
RNU6-605P	108	108
EIF1P2	350	651
AKIRIN1	2688	14784
NDUFS5	544	8319
MACF1	24828	405862
RNU6-608P	104	104
RNA5SP44	133	133
RP11-416A14.2	1941	11951
RP11-420K8.1	558	7812
HSPE1P8	288	605
BMP8A	5636	38234
OXCT2P1	1535	1535
PPIEL	2757	37392
PABPC4	7336	16082
PABPC4-AS1	1316	8809
SNORA55	135	135
HEYL	4077	16209
RP1-144F13.3	304	488
NT5C1A	9068	20879
HPCAL4	4758	12838
PPIE	4651	71733
RP1-144F13.4	568	568
RNU7-121P	62	62
BMP8B	4826	31684
OXCT2	1826	1826
BMP8B-AS1	1218	1450
RP1-118J21.25	1196	1196
RP1-118J21.24	154	154
RP1-118J21.27	1098	10029
LINC02811	673	16047
TRIT1	5930	45402
MYCL	3522	6831
MYCL-AS1	785	1354
MFSD2A	2432	14857
RP3-342P20.2	725	725
CAP1	3105	32417
PPT1	2481	24551
OAZ1P1	685	685
RLF	6232	79535
RNU6-1237P	107	107
TMCO2	696	5738
RP1-39G22.7	1541	1541
ZMPSTE24	3357	36140
RP1-39G22.4	313	313
COL9A2	2887	17325
RP1-228H13.1	480	480
SMAP2	2905	78477
RP1-228H13.2	418	418
RP1-228H13.6	673	13841
ZFP69B	2382	13617
RP1-228H13.5	2449	2449
RP11-656D10.7	1005	1005
ZFP69	2796	19054
RP11-656D10.3	605	15505
EXO5	2567	7298
RP11-656D10.5	432	597
RP11-656D10.6	546	1421
ZNF684	2102	16595
RP1-63P18.3	720	24670
RP1-63P18.2	126	126
GTF2F2P2	721	721
RIMS3	7259	45003
RP4-739H11.5	1672	7633
RP4-739H11.3	471	18500
NFYC-AS1	1687	1687
NFYC	2363	79956
MIR30E	92	92
MIR30C1	89	89
KCNQ4	4324	56666
RN7SL326P	296	296
CITED4	1310	1310
RP5-1066H13.4	471	12757
RP11-348A7.1	921	1660
RP11-348A7.7	1354	6231
UBE2V1P8	265	265
CTPS1	5325	32878
SLFNL1-AS1	4800	29301
SLFNL1	4310	7641
SCMH1	3323	214955
RPL23AP17	499	499
RP11-399E6.6	4437	96873
RP11-399E6.1	1066	42489
RP11-399E6.2	313	313
RP11-399E6.5	1348	3217
FOXO6	2398	21669
FOXO6-AS1	394	666
RNA5SP45	92	92
EDN2	1253	5909
HIVEP3	12617	529561
RP11-486B10.3	265	426
RP11-486B10.4	2242	2242
RP11-486B10.5	81	43511
RP1-21K4.2	1188	15642
HNRNPFP1	1133	1133
RP11-319C21.1	454	757
GUCA2B	604	2411
GUCA2A	597	2056
FOXJ3	5352	159339
RP11-223A3.1	661	2991
RIMKLA	10577	43441
RP11-157D18.2	397	397
ZMYND12	1530	25925
PPCS	2269	17269
CCDC30	6827	193970
RPS3AP11	755	755
TMSB4XP1	135	135
RNU6-536P	107	107
RP11-163G10.4	421	421
PPIH	2467	18424
RP5-994D16.13	2041	23474
RP5-994D16.3	601	2925
YBX1	2979	21388
CLDN19	3517	7162
P3H1	3001	20750
C1orf50	4760	12243
RP5-994D16.12	1008	27202
RP5-994D16.9	484	978
TMEM269	3354	31613
SVBP	807	10346
ERMAP	3949	27870
RP11-342M1.3	3131	13901
ZNF691	1935	5905
RP11-342M1.7	1962	2171
MKRN8P	1326	1337
ATP6V1E1P1	681	681
SLC2A1	3384	33541
ATP6V0CP4	440	440
SLC2A1-AS1	3075	37766
RP5-848E13.4	759	2800
RNU6-880P	107	107
RP3-393B19.1	412	412
FAM183A	536	11244
EBNA1BP2	1503	106762
MIR6733	61	61
CFAP57	4162	82029
RNA5SP46	120	120
TMEM125	1850	4020
C1orf210	1486	3741
TIE1	3893	22127
MPL	3633	16649
RP1-92O14.7	557	557
RP1-92O14.3	661	3975
CDC20	1777	4223
ELOVL1	1625	4677
MIR6734	68	68
MED8	1968	5892
MED8-AS1	731	4043
SZT2	14136	64366
SZT2-AS1	699	869
MIR6735	73	73
HYI	2173	3001
HYI-AS1	545	3069
PTPRF	7720	98480
KDM4A	4486	55370
RP11-7O11.7	4037	280866
KDM4A-AS1	3389	23016
ST3GAL3	4776	225342
ST3GAL3-AS1	469	17952
RP11-184I16.3	271	271
MIR6079	62	62
SHMT1P1	1312	1312
ARTN	1943	3921
RP11-7O11.9	2224	2864
RP11-7O11.3	494	2182
IPO13	3883	21073
RP11-7O11.8	2044	6471
DPH2	2466	3370
ATP6V0B	2432	3809
B4GALT2	3443	12228
CCDC24	2654	5170
SLC6A9	3206	39968
RP5-1198O20.4	2644	85477
RP5-1198O20.5	520	520
KRT8P47	1398	1398
RN7SL479P	300	300
KLF17	3160	16320
RP11-570P14.1	360	360
KLF18	3159	3811
RP4-675G8.3	1160	1160
OOSP1P1	274	274
RP5-891H21.1	214	214
RP5-891H21.5	796	1107
DMAP1	4552	7227
ERI3	1733	134191
ERI3-IT1	619	866
RNU6-369P	102	102
RNF220	3835	246531
MIR5584	60	60
TMEM53	2236	39244
ARMH1	2218	50900
RNU5F-1	117	117
RNU5D-1	116	116
KIF2C	2955	27950
RP11-269F19.10	580	16774
RPS8	1115	3529
SNORD55	80	80
SNORD46	104	104
SNORD38A	70	70
SNORD38B	69	69
RPS15AP11	385	385
BEST4	2512	4586
PLK3	2477	5614
DYNLT4	1355	1459
BTBD19	2659	7104
PTCH2	4410	23410
RNU5E-6P	115	115
RP5-882O7.1	162	162
EIF2B3	1923	136201
RNA5SP47	109	109
CCNB1IP1P1	839	839
PPIAP35	492	492
MRPS17P1	3130	3130
HECTD3	3597	8785
UROD	2138	4626
ZSWIM5	5868	289811
OSTCP5	453	453
LINC01144	1710	1710
HPDL	1816	1816
MUTYH	2528	11731
RP4-534D1.6	2768	161894
TOE1	2173	3922
TESK2	3071	147281
PPIAP36	325	325
CCDC163	2229	6214
MMACHC	5049	13083
PRDX1	1296	31819
HMGB1P48	598	1213
AKR1A1	1818	19507
ENSG00000281133	96	105
ENSG00000280836	99	103
NASP	3659	35059
ENSG00000281112	84	93
ENSG00000281825	69	74
CCDC17	2988	4014
GPBP1L1	3641	60810
RPS15AP10	382	382
RP11-767N6.2	788	788
TMEM69	1465	6256
IPP	3117	56330
RP11-767N6.7	598	2392
RP11-630I5.1	681	681
MAST2	5737	249136
TMA16P2	601	601
PIK3R3	5596	92897
P3R3URF-PIK3R3	1553	132828
RP4-533D7.4	649	1551
RP4-533D7.3	226	226
RP4-533D7.5	339	4551
TSPAN1	1619	10890
P3R3URF	405	1003
POMGNT1	3480	31624
LURAP1	1849	17923
RAD54L	3114	32020
LRRC41	4455	42421
UQCRH	687	13079
NSUN4	4347	24364
RP4-603I14.3	370	370
FAAH	2042	19532
FAAHP1	1238	50365
LINC01398	1401	4718
DMBX1	5050	26381
TMEM275	1633	11804
MKNK1-AS1	2445	31645
KNCN	2896	6007
MKNK1	3408	59437
MOB3C	5725	9170
ATPAF1	4158	41131
NENFP1	466	466
TEX38	1003	4740
EFCAB14-AS1	500	18063
EFCAB14	8344	44488
RP11-8J9.5	805	805
CYP4B1	2174	61576
CYP4Z2P	1512	57343
TUBAP8	1192	1192
CYP4A11	2530	12308
CYP4A26P	196	196
CYP4A43P	121	121
CYP4A27P	190	190
CYP4A44P	154	154
CYP4X1	2256	27083
CYP4Z1	2162	51088
TUBAP9	1202	1202
CYP4A22-AS1	921	82619
CYP4A22	2535	12301
MTND1P34	671	1411
LINC00853	661	1090
PDZK1IP1	838	7463
TAL1	5001	15931
RP1-18D14.7	4036	4954
STIL	5351	64754
CMPK1	2937	45050
LINC01389	483	27550
FOXE3	1768	1768
FOXD2-AS1	2509	2509
FOXD2	2648	2648
RP4-666O22.3	465	465
RPL21P24	448	448
ATP6V0E1P4	242	558
LINC01738	1461	15567
TRABD2B	7524	236858
RP11-543D5.2	407	4416
RP11-330M19.1	1807	2172
LINC02794	789	41078
RP11-193P11.3	292	3410
CYP46A4P	267	267
SKINT1L	817	86337
RP5-1024N4.6	2669	2669
RP5-1024N4.2	651	33886
SLC5A9	3769	25960
RP5-1024N4.4	1674	1674
RP5-1024N4.5	950	950
SPATA6	5003	176836
PPP1R8P1	1044	1044
RNU6-723P	107	107
RP11-329A14.1	1257	1257
RNU4-61P	107	107
RP11-329A14.2	474	474
AGBL4	3938	1491101
RP11-342A17.2	1861	5116
BEND5	1693	49451
RP11-476C24.1	573	10714
RP11-141A19.1	793	161991
AGBL4-AS1	566	11875
AGBL4-IT1	514	97885
RP5-926E3.1	262	262
ZNF859P	1966	4580
RP11-93G23.2	1901	1901
MTND2P29	412	412
ELAVL4	3999	179744
RP11-492I2.1	346	346
ELAVL4-AS1	858	1563
RP11-567C20.3	250	17044
LINC02808	1706	91531
RP11-567C20.4	3304	6426
RP11-183G22.1	877	877
HMGB1P45	653	949
FCF1P6	595	595
DMRTA2	3080	5894
RP5-850O15.3	930	1708
FAF1	6821	523240
FAF1-AS1	503	9682
RNU6-1026P	108	108
PHBP12	811	811
MRPS6P2	370	370
CDKN2C	2904	13890
MIR4421	69	69
MIR6500	86	86
C1orf185	921	45866
CFL1P2	684	684
LINC01562	2366	40002
RNF11	3074	37175
RP11-296A18.5	870	870
RP11-296A18.6	435	1159
TTC39A	6287	57859
TTC39A-AS1	812	5671
EPS15	5163	165004
RP11-275F13.3	955	955
RNU6-877P	107	107
RP11-253A20.1	678	1696
EPS15-AS1	362	43321
RNU6-1281P	105	105
CALR4P	2363	33032
OSBPL9	4520	221249
GAPDHP51	1000	1000
SLC25A6P3	879	879
ENSG10010136798.1	122	122
NRDC	3895	89747
RP4-657D16.3	1290	5221
RP4-657D16.6	280	280
MIR761	59	59
TSEN15P2	358	358
RAB3B	12780	82745
RNA5SP48	126	126
RP11-91A18.1	342	342
RN7SL290P	300	300
TXNDC12	1416	35061
RP11-91A18.6	1986	13198
KTI12	1708	1708
RP11-91A18.4	762	10889
TXNDC12-AS1	391	1766
BTF3L4	4533	34518
ZFYVE9	7243	206583
RN7SL788P	316	316
RP4-800M22.1	340	340
RP4-800M22.2	841	841
PDCL3P6	706	706
RP4-800M22.4	394	394
DNAJC19P7	344	712
ANAPC10P1	556	556
CC2D1B	5642	20483
RP11-155O18.6	391	391
RP11-155O18.7	939	2423
PLA2G12AP1	568	568
ORC1	3121	31595
PRPF38A	5233	16235
TUT4	5858	145206
RP11-25O10.2	456	456
EEF1GP7	703	703
GPX7	1229	6681
SHISAL2A	1992	36516
COA7	3988	13899
NDUFS5P3	321	321
RN7SL62P	297	297
ZYG11B	8143	100884
RNU2-30P	141	141
RPS13P2	455	455
RNU6-969P	105	105
ZYG11A	4445	52488
RP4-631H13.2	380	515
ECHDC2	5817	31303
RP4-631H13.6	175	175
RP4-631H13.4	175	175
SCP2	5204	124423
ENSG00000264834	99	99
ENSG00000266188	88	88
ENSG00000265815	100	100
H3P2	395	395
RRAS2P1	502	502
TUBBP10	1301	1301
PODN	3248	23450
RP11-334A14.5	467	15565
HIGD1AP11	280	280
SLC1A7	3378	55460
RP11-334A14.8	1871	4034
RP5-1024G6.9	718	5980
CPT2	4539	17406
RP5-1024G6.2	835	3993
CZIB	1912	6536
RP5-1024G6.7	3591	3591
MAGOH	738	11619
RP5-1024G6.5	1649	7933
LRP8	10750	86106
RP4-784A16.1	470	667
RP4-784A16.2	675	1683
RP4-784A16.4	752	2927
LINC01771	567	8277
RP11-117D22.3	886	21443
RP11-117D22.1	383	746
LINC02812	850	1590
SLC25A3P1	2531	26872
RP4-796B4.3	79	79
DMRTB1	1910	8090
GLIS1	2812	231870
RNU7-95P	64	64
NDC1	4552	72986
ENSG10010136707.1	136	136
RP4-654H19.2	286	286
YIPF1	1821	38080
DIO1	1861	19848
HSPB11	894	29126
LRRC42	1764	22084
HNRNPA3P12	1063	1063
LDLRAD1	2376	10889
TMEM59	6457	26824
RP4-758J24.6	1755	1755
TCEANC2	10429	58936
MIR4781	76	76
RP4-758J24.4	238	238
ENSG00000279049	255	257
RP11-446E24.4	2542	67388
CDCP2	2723	20803
RP11-446E24.3	4969	5235
CYB5RL	6193	30386
MRPL37	1582	41424
SSBP3	3276	188047
SSBP3-AS1	2624	2624
RP5-997D24.3	1111	1967
RP4-705F19.1	289	4605
RP5-866L20.4	1051	2967
LINC02784	683	848
RP5-866L20.2	108	108
HNRNPA1P63	963	963
ACOT11	6369	96936
FAM151A	1975	14376
RP11-240D10.4	623	6962
MROH7	4542	68513
MROH7-TTC4	6090	100523
TTC4	2356	26797
PARS2	2356	7626
TTC22	3401	21612
RP11-67L3.2	343	2021
LEXM	1777	36190
DHCR24	5311	37569
RP11-67L3.7	831	8993
RP11-67L3.5	575	1127
DHCR24-DT	515	1288
RP11-12C17.3	1595	5565
TMEM61	1256	11661
RP11-12C17.2	428	11325
BSND	9761	18240
PCSK9	3891	25406
USP24	10800	149006
MIR4422HG	2002	107047
GYG1P3	994	994
MIR4422	83	83
RP11-90C4.1	4063	741226
GOT2P1	1309	1309
MTCO2P34	607	607
RN7SKP291	327	327
RNU6-830P	107	107
LINC01755	3146	81866
LINC01753	702	29378
PIGQP1	430	567
RP1-158P9.1	731	9504
RP1-158P9.2	1860	323143
RP1-158P9.3	1675	351063
RPSAP20	890	890
LINC01767	1568	2203
PLPP3	3273	150541
RPL21P23	460	460
RPL23AP85	433	631
RP11-377K22.2	141	141
PRKAA2	9355	70022
FYB2	3183	100908
RP11-378I13.1	1824	3242
C8A	2367	63427
C8B	2382	36934
RP5-1103B4.3	610	32872
DAB1	5301	1551957
RP6-102O10.1	708	875
RPS20P5	360	360
DAB1-AS1	1262	20374
HNRNPA1P6	1447	1447
RPS26P15	348	348
RP11-393I23.4	620	20136
RP11-393I23.3	141	141
RP11-414C16.1	322	322
OMA1	2105	131419
RP4-592A1.5	1791	17730
RP4-592A1.4	421	421
RN7SL713P	302	302
TACSTD2	1820	1820
RP4-592A1.2	690	690
MYSM1	7794	56638
RP11-63G10.4	2708	55687
JUN	3257	7204
LINC01135	2518	115982
RP11-63G10.3	535	535
RP11-63G10.2	395	12807
LINC02777	1383	49030
LINC01358	2575	306913
PHBP3	819	819
RP11-145M4.1	171	1653
RP11-145M4.2	317	22118
FGGY-DT	2841	164560
RP11-467C18.1	338	338
FGGY	5360	514010
MIR4711	70	70
RP4-782L23.2	767	34436
HOOK1	5713	61537
CYP2J2	2549	33466
RN7SL475P	298	298
C1orf87	3012	86502
PGBD4P8	562	562
LINC02778	1160	34910
LINC01748	6038	124792
RP11-436K8.1	2344	208379
NFIA	44880	597530
NFIA-AS2	4256	144211
NFIA-AS1	480	4566
RP11-430G17.4	2442	52185
RP11-430G17.5	1416	1856
RP11-430G17.1	715	715
TM2D1	3218	44378
PATJ-DT	427	427
PATJ	8621	436199
RNU6-414P	104	104
RNU6-1177P	104	104
LAMTOR5P1	270	270
RN7SL180P	294	294
MIR3116-1	74	74
MIR3116-2	68	68
PIGPP2	458	823
RPS15AP7	405	405
L1TD1	3831	17480
RP5-1155K23.4	307	307
KANK4	5499	83270
RNU6-371P	108	108
USP1	3602	15508
DOCK7	8283	234089
RP11-293K19.1	238	238
ANGPTL3	2926	8794
RP5-849H19.3	1819	1819
RP5-849H19.2	546	546
RP11-230B22.1	1228	22213
ATG4C	2944	81385
RP4-771M4.3	447	5631
RP4-771M4.2	303	303
LINC01739	1005	46754
RP11-5P4.4	1126	7418
RP11-5P4.2	359	1452
RP11-5P4.3	157	951
RP11-335E6.2	823	23904
LINC00466	1751	158192
RNA5SP49	115	115
RP11-335E6.3	859	1852
RPSAP65	595	595
FOXD3-AS1	941	3558
FOXD3	2562	2562
MIR6068	60	60
RP4-792G4.3	1357	1357
ALG6	3325	70979
ITGB3BP	1285	152952
RP11-565D17.2	1206	20248
EFCAB7	3795	49322
RN7SL488P	286	286
RNU7-123P	60	60
DLEU2L	3555	3555
ENSG10010137532.1	136	136
ENSG10010137881.1	84	84
ENSG10010139523.1	58	58
ENSG10010137906.1	73	73
ENSG10010136308.1	90	90
ENSG10010137261.1	120	120
PGM1	2657	66835
RN7SL130P	305	305
ROR1	5858	407482
RP4-597J3.1	584	584
CFL1P3	490	490
RNU6-809P	107	107
ROR1-AS1	3040	76964
RP11-24J23.3	1031	5895
UBE2U	1550	63746
RNU7-62P	62	62
CACHD1	5933	222930
MIR4794	77	77
RAVER2	4398	88138
JAK1	7780	234526
RP11-182I10.1	241	241
RP11-182I10.2	387	387
LINC01359	3170	30265
SLC2A3P2	1480	1480
RP4-535B20.4	618	618
RNU6-1176P	107	107
MIR3671	88	88
MIR101-1	75	75
RP4-535B20.2	427	719
MRPS21P1	223	223
AK4	6998	84597
RPS29P7	171	171
DNAJC6	5962	167653
RP5-1044H5.1	512	27066
COX6CP13	226	226
RNU2-15P	191	191
LEPROT	4625	15421
LEPR	8211	220908
RP4-630A11.3	423	7783
RP11-430H12.2	1797	2252
RP11-433N2.1	2316	10886
RN7SL854P	295	295
PDE4B	4546	582066
PDE4B-AS1	456	8219
RNU4-88P	86	86
SGIP1	10737	217873
MIR3117	78	78
RP4-598P13.1	1156	11164
DYNLT5	2262	26589
INSL5	736	3537
DNAI4	4206	111972
RP11-342H21.2	861	1617
MIER1	5456	63725
SLC35D1	6193	54799
C1orf141	4304	139689
ENSG10010134538.1	135	135
RP4-547N15.3	2352	2352
IL23R	2858	121073
RNU6-586P	104	104
RNU4ATAC4P	126	126
DNAJB6P4	728	728
IL12RB2	5443	91361
SERBP1	6681	22606
RNU6-387P	105	105
LINC01702	745	10314
RNU6-1031P	107	107
RP11-393N21.1	374	374
RN7SL392P	299	299
HNRNPCP9	859	859
GADD45A	1352	3134
GNG12	4395	131993
RNU7-80P	61	61
GNG12-AS1	2232	370685
RP4-609E1.2	904	904
DIRAS3	2049	5746
ARL5AP3	386	386
WLS	2716	134648
CTBP2P8	1330	1330
MIR1262	93	93
RPS7P4	582	582
COX6B1P7	235	235
ELOCP18	337	337
RP5-1033K19.2	217	217
RPE65	2605	21133
DEPDC1	5299	23070
RP4-694A7.2	960	4411
DEPDC1-AS1	1247	41952
TXNP2	295	295
RP4-629B2.1	2636	6725
RP11-520E6.1	1805	264251
RP11-520E6.2	716	49549
LINC01707	3539	173770
LINC02791	792	33643
LINC01758	458	2155
RP11-379C1.2	549	11868
LRRC7	27923	584024
SGO1P1	1447	1447
RP5-944F13.1	2154	3325
RN7SL538P	304	304
PIN1P1	996	996
LRRC7-AS1	694	17241
LRRC40	2843	60775
RN7SL242P	297	297
SRSF11	4008	47371
RP4-677H15.4	457	2435
ANKRD13C	5658	95736
HHLA3	898	30535
HHLA3-AS1	575	876
CTH	2090	28634
RP11-42O15.3	466	466
CHORDC1P5	967	967
CASP3P1	609	609
LINC01788	2086	80028
RP11-99H8.1	432	4357
PTGER3	6982	195456
RP3-333A15.1	749	4115
RP3-333A15.2	649	649
ZRANB2-AS1	607	18330
ZRANB2	3677	17999
MIR186	86	86
ZRANB2-AS2	4608	408653
RP11-115M14.1	250	250
NEGR1	12613	886597
RP11-82L20.1	170	2603
RP11-175G14.2	182	182
NEGR1-IT1	534	42781
GDI2P2	608	608
RP4-660H19.2	4182	470603
RPL31P12	358	358
RP4-660H19.1	1122	262694
RNU6-1246P	107	107
LINC02796	1382	26252
LINC02797	1065	61372
RP11-25L19.1	301	301
KRT8P21	1491	1491
RN7SKP19	252	252
LINC01360	3871	49645
LINC02238	557	79999
RNA5SP50	107	107
RP11-275A6.1	2291	127971
RNU4ATAC8P	109	109
LRRIQ3	4524	172173
FPGT-TNNI3K	7566	346159
FPGT	4692	35849
TNNI3K	3019	309042
RP11-439H8.4	791	37224
RP4-650F12.2	497	1349
LRRC53	4358	43236
ERICH3	7201	105676
ERICH3-AS1	4874	48669
RP11-17E13.2	565	565
CRYZ	2899	27927
TYW3	3437	33527
RP11-93N20.1	339	1805
RP11-510C10.4	1410	1410
RP11-510C10.2	670	5229
LHX8	2373	33100
RP11-510C10.3	2203	2603
RNU6-622P	103	103
SLC44A5	4406	408986
RP11-87O11.1	670	670
RNU6-503P	105	105
RP4-595K12.1	457	457
RP4-595K12.2	1480	82872
ACADM	6094	63145
DLSTP1	1354	1354
RABGGTB	3863	8890
SNORD45C	79	79
SNORD45A	84	84
SNORD45B	72	72
MSH4	3270	116361
ASB17	1080	13532
RP11-550H2.1	1068	92903
RP11-550H2.2	1104	24659
ST6GALNAC3	6836	559858
RP11-335E14.1	664	664
RP5-1102E8.3	463	463
TPI1P1	750	750
RNU6-161P	106	106
LINC02567	448	21144
ST6GALNAC5	5547	200067
MIR7156	60	60
RP4-564M11.2	497	10563
RP4-564M11.4	2086	4419
PIGK	4601	130442
RP4-706A16.3	555	555
RP11-363H12.1	571	571
RP11-363H12.3	1211	2194
AK5	3929	277948
RP11-375A5.1	377	3540
RNU7-8P	62	62
RP11-40C18.2	2059	6291
ZZZ3	6412	121004
RNA5SP20	84	84
RN7SL370P	295	295
USP33	4502	63866
ACTG1P21	1000	1000
MIGA1	6409	99916
RNA5SP21	96	96
RP11-181C21.4	921	921
NSRP1P1	1693	1693
HSPE1P25	251	539
NEXN-AS1	2292	8192
NEXN	3282	55383
FUBP1	6714	35056
DNAJB4	2903	38790
GIPC2	3778	158903
RP11-386I14.4	209	209
RP11-386I14.5	1795	2297
RP11-386I14.2	766	766
RNU6-1102P	96	96
RP11-386I14.3	556	556
RNA5SP22	109	109
RNFT1P2	757	757
MGC27382	1993	139866
PTGFR	5429	236818
RP11-472F19.1	107	107
RNA5SP23	105	105
IFI44L	5829	26244
IFI44	1682	14283
RP4-641G12.3	424	424
RP4-641G12.4	1587	1587
ADGRL4	3672	392361
PSAT1P3	1111	1111
RP4-726F1.2	559	1084
RP4-726F1.1	355	1095
LINC02792	1507	21438
ADH5P2	1124	1124
RP11-466L22.1	597	83672
RP11-339A11.1	1135	1135
RP11-339A11.2	1976	1976
RP11-339A11.3	263	358
HMGB1P18	619	619
RP11-339D23.1	580	1258
HNRNPA1P64	922	922
RP11-115A15.4	418	418
RP11-115A15.2	331	331
RP5-933B4.1	349	49386
LINC01781	608	111037
MTND2P30	382	382
RPL7P10	739	739
RP11-432D22.1	643	643
RP3-445O10.1	748	12243
RN7SKP247	308	308
ADGRL2	8764	686290
HNRNPA3P14	1150	1150
ARID3BP1	1675	1675
RP5-837I24.6	343	1198
RP5-837I24.2	643	43823
MED28P8	521	712
RP5-837I24.4	641	39773
RP5-837I24.5	350	350
ST13P20	1065	1376
RP11-147G16.1	4247	635793
LINC01362	1712	263633
LINC01361	4519	15389
RP11-338F23.1	761	27799
LINC01712	1373	34058
LINC01725	3177	285248
RP5-836J3.1	683	11186
TTLL7	8452	134127
TTLL7-IT1	2921	5183
RP4-552O12.1	1401	2507
RP4-552O12.3	441	26503
PRKACB-DT	1601	1601
PRKACB	4513	160437
TXN2P1	493	493
NEDD8P1	244	244
ENSG10010138031.1	137	137
SAMD13	1567	91592
RP11-376N17.4	905	5262
UOX	1680	34126
DNASE2B	1317	16535
RP11-275B14.1	1318	2119
RPF1	1948	19094
GNG5	920	8257
RP11-118B23.9	2686	58339
SPATA1	2888	59895
CTBS	6571	24870
RP11-118B23.6	1093	9492
RP11-118B23.7	1060	3599
LINC01555	2884	6791
RP11-484D4.3	247	949
SSX2IP	5843	47098
RP4-604P14.2	1172	1288
LPAR3	3515	81605
MCOLN2	3044	71531
DNAI3	3477	133992
MCOLN3	2953	30419
MIR4423	80	80
RP11-33E12.2	1717	1717
SYDE2	5466	44128
C1orf52	3391	9720
BCL10	2833	10857
RP11-131L23.1	2673	171737
DDAH1	4022	259883
RP11-131L23.2	366	366
RP4-621F18.2	2745	95970
RP11-290M5.4	243	243
CCN1	3080	3829
SNORD81	77	76
RP11-290M5.2	255	1604
ZNHIT6	6203	59017
COL24A1	6834	427711
RNA5SP51	119	119
RP4-682E18.1	736	736
LINC02795	2837	32008
