gene	maximum_effective_size	size
RAB40B	3829	43726
RAB4A	2987	34833
RAB5A	2518	38079
RAB5B	5273	22771
RAB5C	1912	30067
RAB5IF	1170	6779
RAB6A	3389	85500
RAB6B	5596	71648
RAB7A	3182	132274
RAB8A	2567	22346
RAB8B	4800	78217
RAB9A	2034	21377
RABAC1	799	2641
RABEP1	5909	104076
RABEPK	2450	33620
RABGAP1	4986	164034
RABGEF1	3733	129301
RABGGTA	2265	6074
RABGGTB	3863	8890
RABL6	3949	33245
RAC1	2309	29441
RAC3	1038	2527
RACK1	1651	11200
RAD1	4512	13730
RAD17	3233	45509
RAD18	5857	188372
RAD21	3660	28843
RAD23A	1871	7788
RAD23B	4114	49056
RAD50	8272	90331
RAD51C	2562	43039
RAD54B	3074	103156
RAD9A	2086	80540
RADIL	5736	86662
RAE1	3251	27989
RAF1	3251	80525
RAI1	7677	129996
RAI14	5064	176285
RAI2	2421	61289
RALA	2787	84556
RALB	2247	54647
RALBP1	4379	63106
RALGAPA2	9545	323115
RALGDS	5817	51615
RALY	6430	114663
RAMAC	1565	4848
RAMP1	857	53214
RAN	2474	5642
RANBP1	2177	11418
RANBP1P1	606	606
RANBP2	11708	66328
RANBP3	3233	62004
RANBP6	4600	4601
RANBP9	3384	90338
RANGAP1	4222	41409
RANGRF	1140	1439
RANP1	651	651
RAP1A	5024	174474
RAP1B	13378	61047
RAP1GAP	4294	73149
RAP1GAP2	6663	282037
RAP1GDS1	3747	182475
RAP2C	3972	16457
RARG	2917	22414
RARS1	2122	32851
RARS2	2242	76050
RASA4	5604	42950
RASA4B	6095	37802
RASEF	5585	83588
RASGEF1C	2395	108417
RASSF10	2804	2804
RASSF3	3507	190564
RASSF7	2017	3622
RAVER1	4693	17427
RB1	4768	295693
RBBP4	7883	35070
RBBP6	6858	35171
RBBP7	4031	31080
RBBP8	3293	228228
RBCK1	3701	24642
RBFOX2	7224	290089
RBIS	887	6374
RBKS	2151	109303
RBL2	6326	57672
RBM10	3397	41593
RBM12	6646	16032
RBM14	5367	13309
RBM15B	6624	6624
RBM17	3751	28424
RBM18	4977	27219
RBM22	2299	10286
RBM23	10007	25979
RBM24	2684	12511
RBM25	6848	65368
RBM26	5258	94654
RBM28	15507	46224
RBM3	4298	6714
RBM33	10168	137035
RBM34	1847	30101
RBM39	5914	40966
RBM4	3029	29708
RBM42	1692	8657
RBM43	4176	13924
RBM47	5114	207609
RBM4B	2339	12890
RBM5	5616	30103
RBM7	6725	14174
RBM8A	4909	9965
RBMS2	8488	74374
RBMX	4887	32761
RBMX2	1823	11670
RBP4	1314	10058
RBPJ	5761	271677
RBX1	1871	21963
RC3H1	11451	91274
RCBTB1	4008	53613
RCC1	2844	33358
RCC1L	2419	47107
RCC2	4040	32918
RCE1	2719	3718
RCHY1	4408	35732
RCL1	2061	92974
RCN1	2653	14649
RCN2	6218	22656
RCOR1	5751	137913
RCOR3	4474	58009
RDH11	4035	18994
RDX	4392	432418
RECQL	3745	32760
REEP3	5172	103728
REEP4	1666	3932
REEP5	3008	45905
REEP6	1441	6762
RELA	3183	9494
RELA-DT	2628	8711
RELB	2279	36750
RELL2	2536	4115
REPIN1	3292	5856
REPS1	6069	84769
RER1	3028	13668
RERE	8026	496525
RETREG1	7708	144064
RETREG2	4556	9251
RETSAT	3141	12577
REV1	4731	89561
REX1BD	2465	3653
REXO2	1088	10845
REXO4	2326	12038
REXO5	2691	43237
RFC1	4886	78920
RFC2	1685	22960
RFC3	2306	148490
RFC4	1448	17179
RFC5	2449	19543
RFESD	2788	38020
RFK	2596	8992
RFNG	3107	3930
RFT1	5081	41971
RFWD3	4948	45479
RFX1	4375	45510
RFXANK	1376	9641
RFXAP	2306	9883
RGL2	2896	7289
RGL3	2511	34988
RGMB	4580	29994
RGMB-AS1	2034	3852
RGP1	7028	9299
RGPD8	7299	66120
RGS10	923	42903
RGS19	1619	6808
RGS3	4591	153013
RHBDD2	1878	46325
RHBDD3	1777	8338
RHBDF1	2992	18297
RHCE	1810	67944
RHEB	2046	54109
RHNO1	2070	13267
RHOA	3941	53860
RHOB	2367	2367
RHOBTB3	5370	110862
RHOC	2199	6308
RHOD	1104	15171
RHOQ	4780	42883
RHOT1	3297	110921
RHOT2	3695	6070
RHOU	3965	11186
RHPN1	3695	15346
RHPN2	3793	86297
RIC8A	3506	7406
RIDA	987	14828
RIF1	15003	98131
RILP	1560	3722
RILPL1	3933	63666
RIMBP2	6321	320145
RIMKLA	10577	43441
RIMKLB	5830	101496
RIN1	4419	6600
RIN2	4505	244852
RINT1	2860	35509
RIOK2	3909	22381
RIOK3	3574	33317
RIOX2	5347	30640
RIPK1	6172	51364
RIPK2	2516	33259
RIPK4	4016	27721
RIPOR1	4260	28371
RIT1	3390	13597
RITA1	2041	6843
RLF	6232	79535
RLIM	10565	31649
RMDN1	2970	46101
RMDN3	3138	19968
RMI1	3420	23277
RMND5A	6183	57751
RMND5B	4250	19573
RNASEH1-AS1	4333	6369
RNASEH2A	1245	7057
RNASEH2B	7282	114374
RNASEH2C	3311	6814
RNASEK	1485	2116
RNASET2	8614	35079
RNF10	3814	44109
RNF103-CHMP3	1135	215455
RNF11	3074	37175
RNF113A	1259	1259
RNF114	2447	17550
RNF121	2375	68580
RNF126	2092	15708
RNF130	9945	160463
RNF135	2098	28928
RNF138	3551	39688
RNF139	3199	13739
RNF14	4213	31965
RNF141	5818	29558
RNF145	3624	52645
RNF149	2953	37483
RNF157	5054	98029
RNF166	2419	9910
RNF167	1775	5215
RNF181	844	1984
RNF185	3315	46838
RNF187	3118	8807
RNF19A	4330	79159
RNF20	3938	29492
RNF213	21055	137921
RNF214	3477	53830
RNF220	3835	246531
RNF25	1807	8111
RNF26	2783	2783
RNF31	3502	13978
RNF34	2066	30583
RNF4	4123	163101
RNF41	5593	19755
RNF44	4122	11314
RNF5	1117	2389
RNF6	3520	90200
RNF7	2669	9312
RNF8	5616	40756
RNGTT	4825	353722
RNH1	3281	12789
RNPEP	2399	23776
RNPEPL1	5761	15569
RNPS1	3337	15282
RNPS1P1	918	918
ROCK1	9446	164908
ROCK1P1	2457	13155
ROCK2	8345	168572
ROMO1	498	1713
RORC	4141	25775
RP1-159A19.3	192	192
RP1-267D11.6	2094	2094
RP1-278E11.3	420	420
RP1-40G4P.1	578	640
RP11-100N21.1	616	616
RP11-1023L17.1	5001	80099
RP11-1035H13.3	764	13457
RP11-109E12.5	465	1518
RP11-10G12.1	255	255
RP11-112J1.1	376	376
RP11-113C12.2	615	615
RP11-115D19.1	2422	315793
RP11-120D5.1	2113	263643
RP11-1212A22.9	4082	26276
RP11-1246C19.1	3026	3026
RP11-1275H24.1	2651	2651
RP11-12M9.3	582	582
RP11-134F2.7	225	225
RP11-134K1.2	531	531
RP11-135F9.3	1750	1750
RP11-147L13.11	2921	2921
RP11-150O12.3	2379	2379
RP11-158H18.2	1262	5746
RP11-15K19.2	1732	67963
RP11-169K16.8	438	438
RP11-16O9.3	3028	96990
RP11-172H24.4	4412	4412
RP11-175B9.3	254	254
RP11-180C16.1	3731	3731
RP11-182L21.6	1701	1701
RP11-192H23.4	2091	158434
RP11-1C8.8	2879	103238
RP11-205M5.3	2385	2385
RP11-20O24.4	555	555
RP11-220D10.1	318	318
RP11-234A1.1	459	459
RP11-244F12.1	952	952
RP11-255H23.4	2291	57103
RP11-264B14.2	247	501
RP11-26H16.4	1162	6193
RP11-286N22.8	6012	56603
RP11-295P9.3	5918	37303
RP11-296E7.1	5914	5914
RP11-298J23.10	3947	9793
RP11-2C24.9	11692	41103
RP11-312J18.5	1097	1097
RP11-314A20.1	402	402
RP11-316M1.12	642	1012
RP11-319G6.1	8237	392939
RP11-334J6.7	2713	2713
RP11-337C18.10	2981	122980
RP11-352M15.2	9730	9730
RP11-35G9.3	1954	38995
RP11-36C20.1	629	629
RP11-371A22.1	1314	1314
RP11-372E1.1	633	633
RP11-373L24.1	5702	5702
RP11-383A19.1	5697	426412
RP11-398C13.8	4660	8698
RP11-399O19.9	1224	1224
RP11-3P17.5	248	502
RP11-407N17.5	1359	1359
RP11-408P14.1	870	870
RP11-40C6.2	174	174
RP11-413H22.3	3810	70942
RP11-420C9.1	2124	24104
RP11-422P24.13	1267	11904
RP11-422P24.15	2253	16737
RP11-425L10.1	498	498
RP11-435O5.6	456	456
RP11-438J1.1	2831	36425
RP11-43F13.1	2338	35086
RP11-44M6.7	4401	6469
RP11-463I20.1	1734	1734
RP11-466H18.1	321	321
RP11-468E2.1	2740	24317
RP11-468E2.4	5574	18905
RP11-46H11.12	555	742
RP11-475C16.1	447	447
RP11-480I12.2	190	190
RP11-490G8.1	465	465
RP11-490H24.5	765	765
RP11-498C9.15	2682	2682
RP11-524F11.2	425	19058
RP11-53O19.3	2517	2517
RP11-543P15.1	255	255
RP11-54C4.3	726	1267
RP11-552E20.1	539	4672
RP11-552F3.12	4270	31485
RP11-561C5.4	2224	54596
RP11-571M6.15	2246	24895
RP11-577H5.5	1598	34593
RP11-587D21.1	376	376
RP11-589P10.7	498	33921
RP11-592N21.1	555	555
RP11-603J24.7	604	604
RP11-618P17.4	653	13050
RP11-632C17__A.1	474	474
RP11-638I2.4	331	31149
RP11-640N20.4	2179	2179
RP11-649E7.5	2469	2666
RP11-64K12.1	564	564
RP11-660K21.1	3429	188042
RP11-665C16.9	465	465
RP11-688D15.1	100	100
RP11-69L16.5	730	730
RP11-706O15.1	3629	120328
RP11-713C5.1	2206	2206
RP11-717F1.2	7628	61244
RP11-718G2.5	1464	87760
RP11-732A19.10	1349	5712
RP11-761N21.2	255	255
RP11-770J1.8	4336	81136
RP11-778D9.4	732	732
RP11-783K16.14	923	5139
RP11-783K16.16	1655	3038
RP11-792A8.4	557	557
RP11-805J14.5	976	1100
RP11-83J16.1	315	315
RP11-848P1.9	739	84631
RP11-84E17.1	75	75
RP11-864N7.2	399	399
RP11-875O11.5	1242	19204
RP11-884K10.7	2583	2583
RP11-887P2.3	765	765
RP11-889L3.1	591	591
RP11-92K15.3	577	577
RP11-96D1.11	3177	3177
RP11-977G19.5	403	27926
RP11-983P16.4	2863	41567
RP11-9D8.1	478	478
RP13-122B23.13	1910	1910
RP13-395E19.2	2529	2529
RP13-511M20.1	3525	311884
RP13-554M15.7	4219	4219
RP13-726E6.5	1217	1786
RP3-342P20.2	725	725
RP3-375P9.2	498	498
RP3-382I10.7	2301	103623
RP3-423B22.5	253	253
RP3-512B11.3	888	888
RP4-534D1.6	2768	161894
RP4-568C11.4	1144	1144
RP4-592A1.2	690	690
RP4-631H13.6	175	175
RP4-706A16.3	555	555
RP5-1056L3.3	455	455
RP5-884G6.2	655	1482
RP5-890O3.9	386	1109
RP5-965G21.6	674	674
RP9	4155	14609
RPA1	4847	70381
RPA2	1584	23223
RPA3	2020	82090
RPAIN	3817	13237
RPAP2	16899	102998
RPAP3	4339	44782
RPE	3180	19696
RPF1	1948	19094
RPF2	3671	46249
RPIA	1813	59257
RPL10	2278	19214
RPL10A	1069	2385
RPL10AP6	652	652
RPL10P1	644	644
RPL10P13	303	303
RPL10P15	315	315
RPL10P16	645	645
RPL10P6	318	318
RPL10P9	645	645
RPL11	1600	5094
RPL12	2275	3733
RPL12P1	498	498
RPL12P12	501	501
RPL12P16	498	498
RPL12P4	497	497
RPL13	2385	3866
RPL13A	2768	5548
RPL13AP20	609	609
RPL13AP25	612	612
RPL13AP5	612	612
RPL13AP7	1441	19936
RPL13P12	636	636
RPL14	7136	11296
RPL14P1	645	645
RPL15	3182	7784
RPL15P20	598	598
RPL15P3	615	615
RPL17	914	4056
RPL17-C18orf32	1440	10799
RPL17P50	546	763
RPL18	3844	3857
RPL18A	1391	4244
RPL18AP3	528	528
RPL19	2970	4558
RPL21	806	5330
RPL21P119	480	480
RPL21P16	483	483
RPL21P28	483	483
RPL21P75	483	483
RPL22	2279	24370
RPL22L1	1902	5334
RPL22P1	410	410
RPL23	3081	5905
RPL23A	970	4375
RPL23AP2	466	466
RPL23AP42	471	471
RPL23AP53	736	19046
RPL23AP65	468	468
RPL23AP7	2078	16589
RPL23AP74	471	471
RPL24	1857	5628
RPL24P8	474	474
RPL26	1002	5698
RPL26L1	742	11043
RPL26P19	438	438
RPL27	1872	4687
RPL27A	4535	31972
RPL28	5620	17319
RPL29P11	492	492
RPL3	2108	7508
RPL30	1129	21619
RPL31	2328	21804
RPL32	2094	7098
RPL32P18	408	408
RPL34	2627	9844
RPL34P27	349	349
RPL34P31	371	371
RPL34P6	345	345
RPL35	785	4102
RPL35A	1234	6421
RPL35P1	370	370
RPL35P5	370	370
RPL36	907	16929
RPL36AL	676	2097
RPL37	7573	9961
RPL37A	2992	80356
RPL37AP1	279	279
RPL37P2	287	287
RPL37P6	403	403
RPL38	2450	7074
RPL39	1915	5127
RPL39P3	156	156
RPL3P2	1203	1203
RPL3P4	423	423
RPL3P7	1212	1212
RPL4	2741	26518
RPL41	676	1378
RPL41P1	81	81
RPL41P2	409	409
RPL41P5	78	78
RPL4P4	1284	1284
RPL4P5	1276	1276
RPL5	1210	9912
RPL5P1	894	894
RPL5P14	878	878
RPL5P3	889	889
RPL5P34	891	891
RPL5P9	886	886
RPL6	2008	13650
RPL6P27	867	872
RPL7	1526	5548
RPL7A	1164	3209
RPL7AP11	799	799
RPL7AP30	796	796
RPL7AP50	795	795
RPL7AP6	801	801
RPL7AP66	801	801
RPL7L1	4499	10310
RPL7P1	747	747
RPL7P16	738	738
RPL7P23	747	747
RPL7P32	744	744
RPL7P41	957	957
RPL7P47	556	556
RPL7P6	738	738
RPL7P8	730	730
RPL7P9	747	747
RPL8	1070	2823
RPL9	2420	6345
RPL9P7	580	580
RPL9P9	636	717
RPLP0	2591	4537
RPLP0P6	954	954
RPLP1	1962	3392
RPLP2	646	2916
RPN1	2284	61107
RPN2	2348	63210
RPP21	1492	1754
RPP25L	1092	1619
RPP30	2332	36602
RPP38	1537	42639
RPRD1A	4421	83190
RPRD1B	3672	94056
RPS10	1407	8616
RPS10-NUDT3	4782	141185
RPS10P3	494	494
RPS11	1133	3344
RPS11P5	484	484
RPS12	639	2996
RPS13	777	3328
RPS13P2	455	455
RPS14	3119	7105
RPS15	1602	2138
RPS15A	3828	9089
RPS15AP1	391	391
RPS15P4	447	447
RPS16	2389	2813
RPS17	1909	3710
RPS17P2	408	408
RPS18	1109	4437
RPS19	2021	12671
RPS19BP1	2801	3669
RPS19P1	434	434
RPS2	1548	2784
RPS20	4711	7257
RPS23	3252	5077
RPS24	3307	23054
RPS25	1462	2980
RPS26	1272	3347
RPS26P11	348	348
RPS26P13	330	330
RPS26P15	348	348
RPS26P3	348	348
RPS26P31	348	348
RPS26P47	348	348
RPS26P58	348	348
RPS26P6	348	348
RPS26P8	348	348
RPS27	625	1394
RPS27A	1159	3951
RPS27AP16	566	566
RPS27AP5	522	522
RPS27L	6110	32150
RPS27P21	252	252
RPS27P29	252	252
RPS28	1523	2183
RPS28P4	210	210
RPS28P7	210	210
RPS29	7062	28181
RPS29P11	171	171
RPS29P17	166	166
RPS29P3	171	171
RPS29P9	171	171
RPS2P17	793	793
RPS2P46	883	883
RPS2P5	879	879
RPS2P55	883	883
RPS3	2059	22766
RPS3A	1526	5019
RPS3AP20	787	787
RPS3AP26	784	784
RPS3AP47	792	792
RPS3AP49	790	790
RPS3AP5	821	821
RPS3AP6	795	795
RPS3P6	605	605
RPS4X	1820	21570
RPS4Y1	1189	90399
RPS5	1747	8407
RPS6	1369	4522
RPS6KA1	3202	45270
RPS6KA2	5992	497088
RPS6KA4	3128	13068
RPS6KB2	5528	6942
RPS7	5429	5661
RPS7P1	585	585
RPS8	1115	3529
RPS9	2384	48195
RPSA	2058	5827
RPSAP12	888	888
RPSAP15	861	861
RPSAP19	880	880
RPSAP26	741	741
RPSAP54	886	886
RPSAP58	888	888
RPSAP9	888	888
RPUSD1	2159	3424
RPUSD3	2491	6754
RPUSD4	2468	9597
RRAGA	1599	1599
RRAGC	2681	21575
RRAGD	4923	47658
RRM1	3166	44226
RRM2	3673	91028
RRM2B	4774	34460
RRM2P3	1163	1163
RRNAD1	2271	8519
RRP1	3019	15781
RRP15	7765	52691
RRP1B	5078	36520
RRP36	1183	12534
RRP8	6559	8545
RRP9	1542	8476
RRS1	1720	1720
RSAD1	2467	7115
RSBN1	6621	50645
RSBN1L	6406	86564
RSL1D1	5440	17731
RSL24D1	3280	16244
RSPH1	2880	23761
RSPH14	1188	85607
RSPRY1	3586	54333
RSRC2	3461	23547
RSU1	3919	226853
RTCA	2526	26554
RTCB	2019	24667
RTF2	2193	50865
RTL6	5419	5651
RTL8A	1204	1265
RTL8B	2030	2030
RTL8C	1192	1192
RTN1	3239	274801
RTN2	2357	11762
RTN3	4917	78446
RTN4	4697	140435
RTRAF	7007	21181
RUFY1	2642	59459
RUNDC1	3828	13126
RUSC1	3436	10221
RUSF1	2785	19839
RUVBL1	4062	89137
RUVBL2	1853	22409
RWDD1	5385	26267
RWDD2A	3769	5579
RWDD2B	3065	14977
RWDD3	1294	13016
RWDD4	2601	19569
RXRA	5770	123488
RXRB	2885	7078
RXYLT1	4531	29721
RYBP	7217	74799
RYK	5270	185557
S100A10	671	10945
S100A11	563	15402
SAAL1	1573	36153
SAC3D1	1563	3928
SACM1L	4661	56354
SAE1	2673	97363
SAFB	3471	45444
SAFB2	3167	37048
SAMD10	2178	5893
SAMD11	3468	20653
SAMD13	1567	91592
SAMD4A	7157	227199
SAMD4B	4519	43315
SAMM50	3248	55090
SAP18	2300	8571
SAP30L	6185	15057
SAPCD2	3814	8431
SAR1B	6517	48123
SARAF	2020	20206
SARM1	10277	39694
SARNP	2242	65262
SARS1	1914	24265
SARS2	1924	15498
SART1	3557	18410
SAT1	1135	3038
SAT2	1563	1643
SAV1	3094	36249
SBDS	1613	7908
SC22CB-1E7.1	407	407
SC5D	6854	20730
SCAF1	4222	16434
SCAF11	7552	72990
SCAMP1	6143	120129
SCAMP2	3162	29636
SCAMP3	1545	6452
SCAMP4	2973	20642
SCAMP5	3427	64277
SCAND1	1727	5856
SCAP	4254	63446
SCARB1	5527	105813
SCARB2	5817	75800
SCARF2	3463	13243
SCCPDH	2141	43729
SCD	5245	17594
SCD5	3040	169258
SCFD1	5328	115404
SCFD2	3162	493085
SCG3	3160	39535
SCGB2A1	520	5271
SCGN	1468	49583
SCLY	5668	38490
SCMH1	3323	214955
SCML1	4615	17540
SCML2	4162	115376
SCNM1	1913	13633
SCNN1B	2560	103064
SCO1	9577	25902
SCO2	1068	2894
SCOC	4995	128443
SCP2	5204	124423
SCPEP1	1921	28640
SCRIB	5607	24854
SCRN3	3052	33846
SCUBE2	4727	118639
SCYL1	2715	13628
SCYL2	5977	74576
SDAD1	3080	50013
SDC1	3291	24637
SDC2	3307	117978
SDC4	2613	23137
SDCBP	3589	29936
SDF2	1342	13844
SDF2L1	825	1998
SDF4	3516	15159
SDHA	3001	38842
SDHAF1	1125	1125
SDHAF2	1186	16692
SDHAF3	952	64066
SDHB	1015	35311
SDHC	1308	48826
SDHD	1339	33193
SDR39U1	2336	3140
SDSL	1397	15897
SEC11A	3626	46923
SEC11C	2054	18967
SEC13	2374	27982
SEC16A	8982	43664
SEC22B	6927	25623
SEC22C	6340	53112
SEC23A	4215	77728
SEC23B	3464	53896
SEC24A	6389	79125
SEC24D	4018	115861
SEC31A	4298	82658
SEC61A1	3568	20043
SEC61B	687	8552
SEC61G	1227	7725
SEC62	6526	31739
SEC63	6430	90453
SECTM1	2003	13051
SEH1L	5206	40404
SEL1L	7919	62307
SEL1L3	4543	116328
SELENBP1	2840	8404
SELENOF	1835	51980
SELENOH	1454	2305
SELENOI	8126	87345
SELENOK	1497	7546
SELENON	4314	18029
SELENOP	4175	87513
SELENOS	2444	6684
SELENOT	3488	27571
SELENOW	2503	6102
SEM1	2773	228266
SEMA3C	4874	179822
SEMA3E	7273	285902
SEMA4A	3249	30387
SEMA4B	3807	69076
SENP1	4967	63183
SENP3	2567	10051
SENP6	6671	116773
SEPHS1	3265	30871
SEPHS2	2244	2244
SEPT5-GP1BB	4113	7553
SEPTIN1	2738	17859
SEPTIN10	3091	71345
SEPTIN11	5545	90634
SEPTIN2	3701	38928
SEPTIN3	4649	28747
SEPTIN5	2353	9722
SEPTIN7	7065	106174
SEPTIN7P14	2376	97235
SEPTIN8	4394	56423
SEPTIN9	4451	220028
SERBP1	6681	22606
SERF2	4630	27341
SERGEF	1525	225000
SERINC1	3125	28457
SERINC2	2807	25116
SERINC3	4396	25865
SERINC5	6448	144398
SERP1	3934	61231
SERPINB6	5620	24007
SERPINH1	3523	10728
SERTAD3	1515	3492
SESN1	3509	108383
SESN3	9563	67029
SET	2927	12977
SETD1B	8557	28648
SETD2	8541	147685
SETD3	2856	83142
SETD4	4272	44849
SETD5	6931	81626
SETD7	6808	110759
SETDB1	4437	38482
SETMAR	2443	14264
SEZ6L2	3843	28392
SF1	3631	14181
SF3A1	5090	24932
SF3A2	1619	11832
SF3A3	2774	33101
SF3B1	9283	46565
SF3B2	3932	18580
SF3B3	9692	53880
SF3B4	1544	4487
SF3B5	690	690
SF3B6	720	8788
SFMBT1	4553	143179
SFPQ	3740	16768
SFT2D1	2576	22849
SFTPA2	2201	4556
SFXN1	4066	52681
SFXN4	1556	24948
SGCE	6270	132369
SGK2	2371	29270
SGMS1	3717	319578
SGO1-AS1	2371	971724
SGPL1	5778	65237
SGPP2	4983	138079
SGSH	5562	14208
SGSM3	4218	39699
SGTA	4097	28648
SH2B1	6043	27613
SH3BGRL3	768	1437
SH3BP5L	4122	15470
SH3D19	5284	222855
SH3GL1	2516	40178
SH3GLB2	4828	21296
SH3RF1	5120	176698
SH3TC1	5829	59732
SH3YL1	3540	48669
SHARPIN	1687	9492
SHB	6035	153330
SHC1	3481	12098
SHC2	2525	44445
SHCBP1	5177	42789
SHISA3	2322	5000
SHISA5	2385	37029
SHLD1	1633	114003
SHLD2	3601	97305
SHLD3	1541	5902
SHMT1	2756	35704
SHMT2	3416	5363
SHOC2	3884	94074
SHROOM3	10891	348025
SHTN1	6871	245110
SIDT2	4396	18710
SIGIRR	1867	11740
SIGMAR1	2878	3123
SIK1B	4747	12648
SIK2	9622	128407
SIL1	1895	346834
SIM2	4461	50803
SIMC1	3572	107625
SIN3A	6723	86464
SIN3B	5129	50956
SINHCAF	3111	46475
SIPA1	3628	12818
SIPA1L3	8004	301162
SIRT2	4734	21308
SIVA1	4142	15348
SIX5	3344	4468
SKA2	2809	45404
SKA3	2869	22958
SKI	6083	81895
SKP1	9386	28030
SKP2	7461	44861
SLAIN2	6081	84673
SLBP	1810	19614
SLC10A3	2161	3385
SLC11A2	4132	49166
SLC12A8	3485	130229
SLC12A9	4462	40191
SLC15A4	2751	30765
SLC16A10	10757	143692
SLC16A14	4315	34012
SLC16A3	4830	43196
SLC17A4	3699	26501
SLC18B1	2452	43970
SLC19A1	4991	79794
SLC19A2	3612	22036
SLC1A4	5789	35389
SLC1A5	2882	13712
SLC20A1	3297	17887
SLC20A2	3752	125452
SLC22A15	4705	93542
SLC22A17	2455	6607
SLC22A18	2635	25526
SLC22A23	6641	188089
SLC25A1	1598	3159
SLC25A10	1946	8781
SLC25A11	2176	2924
SLC25A13	3192	201928
SLC25A16	6581	49526
SLC25A17	2530	49770
SLC25A22	2796	7807
SLC25A23	3482	29125
SLC25A24	4249	66807
SLC25A25	3910	41045
SLC25A26	3879	254507
SLC25A28	1526	10088
SLC25A29	5169	15432
SLC25A3	6087	12789
SLC25A30	6041	25140
SLC25A33	3865	45709
SLC25A35	2785	7638
SLC25A36	5809	39166
SLC25A38	2101	13982
SLC25A39	2217	5246
SLC25A4	4415	7117
SLC25A40	4056	42793
SLC25A44	6952	18865
SLC25A5	1307	2975
SLC25A6	1451	5962
SLC25A6	1451	5962
SLC27A1	4343	37400
SLC27A2	2384	54190
SLC27A4	3229	20944
SLC27A5	5032	32902
SLC27A6	2863	495630
SLC29A1	2358	14590
SLC29A2	2509	9694
SLC29A3	2621	62165
SLC2A1	3384	33541
SLC2A4RG	2361	4275
SLC2A8	2145	11287
SLC30A5	3999	37121
SLC30A6	5089	58539
SLC30A9	6164	99960
SLC31A1	4762	42949
SLC35A1	1854	41714
SLC35A2	3047	8779
SLC35A3	14321	66284
SLC35A4	3617	4655
SLC35B1	2487	8081
SLC35B2	2063	3795
SLC35C1	3429	8945
SLC35C2	5820	18479
SLC35D2	2679	70268
SLC35E1	5126	22585
SLC35F2	3331	137303
SLC35F5	10314	51683
SLC35F6	3902	16948
SLC36A4	6037	53818
SLC37A1	3712	85433
SLC37A3	3488	110741
SLC37A4	5862	6793
SLC38A1	8097	86955
SLC38A10	4491	50737
SLC38A2	4795	14586
SLC39A1	2723	9086
SLC39A14	4663	66852
SLC39A3	2940	7825
SLC39A4	2778	7103
SLC39A6	3566	20855
SLC39A9	5399	64376
SLC3A1	2969	46037
SLC3A2	2843	32877
SLC41A3	3828	95205
SLC43A1	2514	31247
SLC44A1	10482	194550
SLC44A2	3784	42101
SLC44A4	2634	15855
SLC46A1	6492	12556
SLC4A2	4925	19317
SLC50A1	1346	3514
SLC52A3	3206	15936
SLC5A6	3213	13372
SLC66A2	2887	49238
SLC6A8	3931	8663
SLC7A2	7638	73486
SLC9A2	5601	91803
SLC9A3R1	1993	20726
SLC9A3R2	2160	13671
SLFN13	8398	13742
SLIT1	7964	187922
SLK	7827	62094
SLTM	4168	54630
SMAD2	34626	122190
SMAD3	6464	131411
SMAD4	8772	56652
SMAD7	3341	31113
SMAP1	3214	194236
SMAP2	2905	78477
SMARCA2	7061	213335
SMARCA5	7684	43785
SMARCAD1	5094	83682
SMARCAL1	3201	70640
SMARCC1	6354	196838
SMARCC2	5090	27209
SMARCD1	3283	15508
SMARCD2	2464	10985
SMARCD3	2415	39133
SMARCE1	8466	23693
SMC1A	9930	48580
SMC2	5992	47160
SMC3	5522	38354
SMC4	5356	35681
SMC5	5949	95896
SMCO4	987	64920
SMDT1	1562	4594
SMG1	16062	121549
SMG5	4559	33602
SMG6	5974	243947
SMG9	5491	26980
SMIM11A	5529	41482
SMIM11B	1863	32892
SMIM12	5694	147019
SMIM14	6252	92567
SMIM15	2888	4765
SMIM19	3704	14041
SMIM26	670	2217
SMIM29	1487	2728
SMIM3	1590	17978
SMIM30	1011	1843
SMIM4	1769	45225
SMIM7	2190	29692
SMN2	1550	28885
SMO	3997	24913
SMOC2	3150	232295
SMOX	2322	66768
SMPD2	1684	3196
SMPDL3A	1763	20672
SMS	1703	54129
SMTN	5080	40653
SMU1	7136	34910
SMUG1	2681	67732
SMYD2	4732	56030
SMYD5	2554	13000
SNAP25	2256	88589
SNAP29	4259	32208
SNAPC2	1520	2913
SNAPC3	5680	43250
SNAPC5	1741	7646
SNAPIN	1205	3150
SNCG	794	4660
SND1	3448	440416
SNF8	2044	15527
SNHG1	3771	3970
SNHG11	4108	4598
SNHG12	1998	4595
SNHG14	24124	441754
SNHG15	3228	3939
SNHG16	3607	7585
SNHG29	3310	39912
SNHG3	2614	4913
SNHG32	1053	5159
SNHG5	5764	28442
SNHG6	648	4715
SNHG7	2357	6819
SNHG8	6165	6608
SNIP1	4554	19845
SNRK	5188	138253
SNRNP200	7194	46934
SNRNP27	1425	11620
SNRNP35	2161	15067
SNRNP40	1928	37221
SNRNP70	3221	23187
SNRPA	1277	14753
SNRPA1	2440	13773
SNRPB	1082	9220
SNRPB2	2411	12604
SNRPC	1054	16353
SNRPD1	4858	21211
SNRPD2	805	5110
SNRPD3	3466	26095
SNRPE	1560	9554
SNRPF	1389	44901
SNRPG	1093	12379
SNRPN	1940	155087
SNTA1	2211	35807
SNU13	1458	16572
SNUPN	1931	28387
SNW1	2129	43609
SNX1	8214	51968
SNX11	2992	20245
